age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
35,average,graduated from high school,white,69,20000,other,bisexual,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
41,thin,dropped out of high school,white,67,30000,transportation,straight,other but not too serious about it,m,leo and it matters a lot,single
26,curvy,graduated from college/university,white,69,30000,entertainment / media,straight,atheism and somewhat serious about it,m,aries but it doesn&rsquo;t matter,single
35,athletic,graduated from college/university,white,73,80000,artistic / musical / writer,straight,,m,pisces and it&rsquo;s fun to think about,single
37,thin,college/university,white,69,30000,hospitality / travel,straight,other,m,virgo and it&rsquo;s fun to think about,single
21,fit,graduated from high school,white,65,20000,other,straight,,m,,single
28,fit,working on law school,,61,100000,law / legal services,straight,,m,libra,single
35,average,graduated from college/university,white,79,50000,science / tech / engineering,straight,agnosticism,m,virgo and it&rsquo;s fun to think about,single
34,athletic,graduated from masters program,white,73,60000,medicine / health,straight,other,m,scorpio,single
20,athletic,working on college/university,"asian, hispanic / latin, white",67,20000,student,straight,catholicism and somewhat serious about it,f,gemini but it doesn&rsquo;t matter,single
29,skinny,working on college/university,white,66,40000,artistic / musical / writer,straight,other and laughing about it,m,pisces and it&rsquo;s fun to think about,seeing someone
22,average,,white,73,70000,computer / hardware / software,straight,agnosticism and somewhat serious about it,m,,single
31,average,,white,71,100000,computer / hardware / software,bisexual,atheism and somewhat serious about it,m,aquarius,single
26,athletic,graduated from college/university,white,73,50000,banking / financial / real estate,straight,agnosticism but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
28,athletic,graduated from college/university,"black, white",76,20000,other,straight,buddhism and very serious about it,m,,single
25,average,working on college/university,other,69,20000,other,straight,christianity and very serious about it,m,capricorn and it&rsquo;s fun to think about,single
31,athletic,,"white, other",79,70000,other,straight,,m,,single
33,average,working on college/university,hispanic / latin,70,80000,construction / craftsmanship,straight,,m,leo,single
29,curvy,graduated from college/university,"black, hispanic / latin",71,30000,student,gay,other,f,sagittarius and it matters a lot,available
37,curvy,graduated from masters program,white,62,50000,medicine / health,straight,agnosticism and laughing about it,f,pisces and it&rsquo;s fun to think about,single
26,fit,graduated from college/university,white,76,100000,computer / hardware / software,straight,agnosticism and laughing about it,m,gemini but it doesn&rsquo;t matter,single
27,average,working on college/university,other,65,20000,other,straight,other and very serious about it,f,cancer and it&rsquo;s fun to think about,single
39,curvy,graduated from masters program,white,67,50000,education / academia,straight,catholicism,f,cancer,single
34,a little extra,graduated from college/university,white,62,40000,rather not say,straight,judaism and laughing about it,f,libra but it doesn&rsquo;t matter,single
44,average,masters program,white,77,100000,entertainment / media,straight,atheism and somewhat serious about it,m,,single
43,thin,graduated from college/university,white,68,80000,sales / marketing / biz dev,straight,christianity,f,aries and it&rsquo;s fun to think about,single
24,average,dropped out of college/university,white,67,70000,sales / marketing / biz dev,straight,other but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
36,thin,graduated from college/university,white,61,80000,executive / management,straight,christianity and very serious about it,f,sagittarius but it doesn&rsquo;t matter,single
39,overweight,graduated from two-year college,white,68,20000,clerical / administrative,straight,other but not too serious about it,f,leo and it&rsquo;s fun to think about,available
32,average,working on two-year college,hispanic / latin,66,30000,sales / marketing / biz dev,straight,catholicism and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,single
29,athletic,graduated from college/university,,71,50000,artistic / musical / writer,straight,,m,,single
25,rather not say,working on college/university,white,63,20000,,straight,,f,scorpio,single
22,a little extra,working on high school,"black, pacific islander, hispanic / latin",75,20000,computer / hardware / software,straight,christianity but not too serious about it,m,virgo,single
32,,,white,68,80000,sales / marketing / biz dev,straight,agnosticism,m,aquarius but it doesn&rsquo;t matter,single
33,full figured,graduated from high school,white,61,20000,medicine / health,straight,catholicism and very serious about it,f,gemini and it matters a lot,single
34,average,graduated from masters program,white,66,100000,executive / management,straight,atheism,f,aquarius but it doesn&rsquo;t matter,seeing someone
51,skinny,,white,71,100000,computer / hardware / software,straight,atheism,m,capricorn but it doesn&rsquo;t matter,single
29,average,graduated from space camp,,71,80000,science / tech / engineering,straight,,m,pisces,single
55,rather not say,dropped out of high school,"asian, middle eastern, black, native american, indian, pacific islander, hispanic / latin, white, other",95,20000,unemployed,straight,other and very serious about it,m,sagittarius but it doesn&rsquo;t matter,single
25,curvy,working on college/university,white,68,20000,student,straight,catholicism but not too serious about it,f,gemini and it&rsquo;s fun to think about,single
37,average,working on two-year college,white,70,20000,unemployed,straight,agnosticism but not too serious about it,f,cancer and it&rsquo;s fun to think about,single
32,curvy,graduated from college/university,white,65,100000,sales / marketing / biz dev,straight,agnosticism,f,aquarius and it&rsquo;s fun to think about,single
37,jacked,working on masters program,white,71,150000,hospitality / travel,straight,other but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
23,thin,working on college/university,white,72,20000,other,gay,atheism but not too serious about it,m,cancer,single
62,average,graduated from college/university,white,72,50000,retired,straight,christianity but not too serious about it,m,cancer and it&rsquo;s fun to think about,single
33,athletic,graduated from college/university,asian,68,30000,banking / financial / real estate,straight,islam but not too serious about it,m,leo and it&rsquo;s fun to think about,single
39,average,graduated from college/university,white,68,40000,hospitality / travel,straight,judaism but not too serious about it,m,libra and it&rsquo;s fun to think about,single
26,overweight,dropped out of college/university,asian,65,80000,science / tech / engineering,straight,christianity and somewhat serious about it,m,sagittarius and it&rsquo;s fun to think about,single
32,,college/university,other,69,30000,artistic / musical / writer,straight,judaism and laughing about it,m,aries and it matters a lot,single
40,a little extra,graduated from college/university,white,71,150000,rather not say,straight,agnosticism and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,seeing someone
49,average,graduated from two-year college,hispanic / latin,74,40000,science / tech / engineering,straight,catholicism and laughing about it,m,taurus and it&rsquo;s fun to think about,single
43,athletic,graduated from law school,"native american, white",65,40000,law / legal services,straight,other and somewhat serious about it,f,aquarius and it matters a lot,single
26,fit,graduated from college/university,white,64,50000,executive / management,straight,,f,leo,single
26,athletic,graduated from college/university,"asian, middle eastern, indian, hispanic / latin, white, other",70,100000,science / tech / engineering,straight,atheism and somewhat serious about it,m,sagittarius but it doesn&rsquo;t matter,single
